,Timestamp,Description,Interst/Alarm,Confusion/Understanding,Frusteration/Relief,Sorrow/Joy,Anger/Gratitude,Fear/Hope,Boredom/Surprise,Disgust/Desire
255,1633541165.900363,The robot tilted its head to the right and blinked a few times,3,1,3,3,3,4,3,3
256,1633541344.1531355,"The robot's eyes were half open and it said ""Oy, um,"" before lifting its left arm up with eyes wide open and left eyebrow up.",3,2,3,3,3,3,1,2
257,1633541553.9387417,"The robot squinted its eyes and said, ""Huh?"" and then lifted its left arm up with happy eyes.",2,1,3,5,3,3,3,3
258,1633541679.0314546,"The robot said, ""Huh?"" and moved both arms a little like a shrug. Then it said ""Um,"" with very wide eyes and moved its right arm a little.",3,2,3,3,3,2,5,3
259,1633541844.4334884,"The robot's eyes went wide and it said ""Oy,"" and moved it's head up ad down a little",4,3,3,3,3,3,5,3
260,1633541969.812961,"The robot moved its head up and down and said ""Ah,"" and then its eyes changed to tired looking ones for a second before changing back to normal",3,4,3,3,3,3,1,3
261,1633542140.1614635,"The robot moved its head up and down and said, ""Um,"" and then it's eyes changed to half-lidded ones for a second before changing back.",3,2,3,3,3,3,1,3
262,1633542341.779351,"The robot moved forward a little, tilted its head to the left, and said, ""Um.""",1,3,3,3,3,3,3,4
263,1633542450.1152313,"The robot gave heart eyes, nodded, and said, ""Aww.""",1,3,3,5,3,3,3,5
264,1633542570.8412504,The robot nodded its head up and down,3,5,3,3,3,3,3,3
265,1633542664.60911,"The robot's eyes changed to happy ones with the eyes close together, swung its arms forward, looked to the left, and said ""Hm, um.""",1,3,3,5,3,3,3,4
266,1633542794.8588035,"The robot's eyes widen to as big as possible, and it tilted its head and lifted both arms up.",5,3,3,3,3,2,5,3
267,1633542963.418151,The robot lifted its right arm up and moved its head up and down a little,2,4,3,3,3,3,3,3
268,1633543066.1846576,"The robot's eyes hanged to star eyes, tilted its head to the left, and siad, ""Aw"". Its eyes then changed to camera-lense eyes and said, ""Huh?""",1,2,3,5,3,3,3,3
269,1633619216.8158152,waved with its left hand and said some noises that i couldn't understand,2,3,3,3,3,3,3,3
270,1633619352.1404223,"said two short phrases, then made an angry face and moved its right arm slightly",4,2,2,3,1,3,3,2
271,1633619490.6481557,"eyes turned red with the two eyes being different, waved both arms slightly",3,1,3,3,3,3,3,3
272,1633619587.951288,"the robot said um and bent its head, moving its arms slightly",3,2,3,3,3,3,3,3
273,1633619661.7575846,"the robot said uh, um and turned its head slightly before moving both of its arms
",2,1,2,3,3,3,3,3
274,1633619760.2637863,the robots eyes changed to much larger eyes.,2,3,4,4,4,4,4,3
275,1633619862.4724507,the robot said 'hm' and changed its eyes to red concentric circles,4,2,3,3,2,2,3,3
276,1633619954.959712,the robots eyes became half lidded,3,3,3,2,3,3,2,3
277,1633620041.159956,the robot said 'toy' and its eyes changed to be the red concentric circles,4,2,3,3,2,3,4,3
278,1633620152.8247652,"the robot waved both of its arms and said something likes 'ah, toy'",1,3,3,5,4,3,5,4
279,1633620222.6689053,"the robot said 'ah', moved its head around and shifted its arms",2,4,3,3,3,3,4,3
280,1633620328.5905962,the robot nodded several times,3,5,4,3,3,3,2,3
281,1633620405.7291417,"the robot said 'ah, hm' and its eyes grew wider",2,4,4,4,4,3,3,3
282,1633620499.1311886,the robots eyes were half-lidded and it said toy,2,4,3,4,3,3,1,3
283,1633620571.425373,"the robots eyes were mostly closed, and it moved its head slightly",3,3,3,3,3,3,1,3
284,1633620656.0366485,"robot said um and made another noise, and made heart eyes",1,3,3,5,4,3,3,5
285,1633620750.5233858,the eyes were mostly closed and it sais toy,3,2,3,3,3,3,1,3
286,1633620845.964143,the robot moved its arms and said toy,1,2,3,3,3,3,3,3
287,1633620920.7354517,the robot moved its left arm and nodded slightly,3,3,3,3,3,3,3,3
288,1633628005.3116353,"slowly looked down and to the right then looked back up to neutral, blinking normally",3,3,3,2,3,4,3,4
289,1633628156.0732987,"moved its left arm slightly, eyes did a thing where there was a semicircle carved out of the bottom of them, nodded its head a few times",1,5,4,5,4,4,3,3
290,1633628292.9934604,"eyes briefly covered in hearts, wiggled its arms, nodded its head a couple times",1,4,4,4,3,5,4,5
291,1633628407.2778623,eyes squinted then became heart eyes then back to normal and blinked once. slight upward head movement accompanied each eye change and then reset,4,2,3,2,3,2,4,5
292,1633628609.5673847,raised left arm and held it there for a second. honestly looked like it wanted to shake my hand.,2,4,3,3,3,3,2,3
293,1633628747.4209776,"eyes very large and narrowed eyebrows, then drooped momentarily before returning to normal. head moved slightly up and down throughout",5,4,2,3,1,3,1,1
294,1633628898.864372,"raised arms and changed eyes, tilted head to the left, then dropped arms and eyes changed again. sort of hard to describe how the eyes actually looked",4,5,5,2,5,5,3,5
295,1633629044.181319,moved its head up and down a few times and rotated it to its left slightly before returning to center,1,5,3,3,3,3,3,3
296,1633629272.7166648,"looked to the left, then got big sad eyes and looked down and back to center",4,2,3,1,3,2,4,3
297,1633629368.3693397,"raised right arm slightly while tilting head to the left, then lowered arm then raised and lowered arm very quickly before setting head back to neutral and eyes changed to be a little narrowed. looked like it was explaining something and then seemed almost exasperated.",3,5,2,3,2,3,1,2
298,1633714386.0854883,raised both arms and made a noise then the eyes changed to different sizes like googly eyes then it made another noise and squinted it's eyes while bobbing it's head slightly,3,2,3,4,3,3,4,3
299,1633714647.3041143,waved arm a few times then had happy looking eyes and made a noise while bobbing head slightly,3,4,3,5,4,4,3,4
300,1633714783.9815032,turned head to the right a little bit and then back,3,3,3,3,3,3,1,3
301,1633714872.8076415,big eyes with a noise then raised both arms with happy eyes and another noise while raising head then wide eyes with small pupils and another noise,2,4,4,5,4,4,5,4
302,1633715053.9072936,bobbing it's head slightly and made a noise,3,3,3,3,3,3,1,3
303,1633715139.0192492,bobbed it's head slightly,3,3,3,3,3,3,1,3
304,1633715190.8151295,moved right arm slightly and bobbed head a little bit with googly eyes,3,2,3,5,3,3,4,3
305,1633715283.290808,moved head to the left and made a noise with wide eyes looking to the left,4,3,3,3,3,2,3,3
306,1633715408.594403,looked up then slowly lowered head,1,3,3,3,3,4,3,4
307,1633715473.10248,bobbed head slightly with tired looking eyes,3,3,3,2,3,3,1,3
308,1633715535.7624576,made a noise while looking to the right with wide eyes and slightly bobbed head,3,3,3,3,3,3,3,1
309,1633715633.3287342,bobbed head slightly and moved both arms a little with squinted eyes,4,2,3,3,3,2,3,2
310,1633715703.4518263,moved head to the right and raise right arm with disgusted looking eyes,3,3,3,3,3,3,3,1
311,1633715788.0152118,sad eyes and raised right arm a little,3,2,3,1,3,5,3,3
312,1633715845.5023184,wide eyes with angry eyebrows,3,3,2,3,1,3,3,3
313,1633715915.3675654,heart eyes,2,3,3,5,3,5,3,5
314,1633715969.9248605,raised both arms and bobbed head slightly with a noise,2,4,3,3,3,3,3,3
315,1633716032.837336,bobbed head and made a noise,3,2,3,3,3,3,1,3
316,1633716103.1285715,raised arms and made noise while looking to the right then had angry eyes and moved arms down and looked to the left,3,2,2,3,1,3,3,3
317,1633716207.6611726,wide eyes and tiny pupils with a noise,4,3,3,3,3,2,5,3
318,1633716268.0691075,made a few noises while raising right arm first then raised left arm then lowered left arm and then lowered right arm,3,2,2,3,3,3,4,3
319,1633977250.7178562,move its head up,3,3,3,3,3,3,3,4
320,1633977451.4465904,Made googly eyes and moved its arms then showed tired or sad eyes and looked around followed by normal eyes,5,2,2,2,3,2,5,3
321,1633977638.5221057,concerned eye followed by sad eyes and arm movement,4,1,2,2,3,1,3,3
322,1633977764.6601624,concerned eyes and tilted head and then moved its arm up an down,4,5,3,1,4,3,3,4
323,1633977872.9210277,moved its head a bit up and down,2,3,3,3,3,3,3,3
324,1633977955.4239037,nodding  followed by confused eye,1,2,2,3,3,3,4,3
325,1633978054.981058,lowered its head then had tired eyes and moved its arm,3,3,4,2,3,3,1,3
326,1633978190.0386946,angry followed by fire eyes and head and arm movement,5,5,3,3,1,3,3,3
327,1633978309.3861682,small arm and head movement as if it meant yes go ahead,2,5,4,3,3,3,3,3
328,1633978537.0455549,sad eyes followed by arm movement,3,3,3,1,3,3,2,3
329,1633978643.2708375,big round eyes while nodding,4,5,3,4,3,3,5,3
330,1634051418.5100408,"Eyes moved inwards, almost crosseyed. Head slightly nodded up/down",2,3,3,2,3,4,4,3
331,1634051802.9923444,Eyes moved down and to the center (cross eyed) and a slight head bob.,2,3,3,3,3,2,3,3
332,1634051936.2542384,"Star Eyes, and spoke 'ah' 'hmm' ",1,2,3,4,3,4,5,4
333,1634052112.3940723,Raised left hand and made a sound between 'ah' or 'ha',1,4,4,4,5,3,3,4
334,1634052271.4768937,Slightly began to lift both arms up with a slight head bob. Then lowered them,3,2,3,3,3,2,3,2
335,1634052433.9245515,"Eyes red, narrowed, centered and downwards, and left pupil larger. Slight movement forwards",5,3,2,3,1,3,4,2
336,1634052609.0090027,Spoke hmm. Paused. Raised right arm and said hmm again while looking upwards,1,2,2,4,3,4,3,3
337,1634052757.5916982,Half-moon eyes (like sleepy) and then lifting eyes up with outer bottom corner of eye missing (like big cheeks),2,3,4,5,5,3,2,4
338,1634053029.752116,"Raises left arm, says hi, and looks down and to the left.",2,3,3,3,4,3,3,3
339,1634053125.043595,"Spoke 'um', slightly raised right arm and then lowered it.",3,2,2,3,3,3,3,3
340,1634053246.325546,said something like ah ah and looked to the side,3,3,3,3,3,3,3,3
341,1634053403.460427,cheeks up to eyes and 'um',3,3,4,4,3,3,3,3
342,1634053541.7684357,"Eyes move to middle (center cross eyed), slight head moves upward",3,2,2,3,3,4,3,3
343,1634661469.926618,"slightly moves head up and down three times, first with eyes that looked very wide open and looking down to the right, then with heart eyes that looked very happy",4,3,4,4,3,3,4,4
344,1634661819.2856464,"eyes got sleepy and right arm moved up, held for a second, then moved back down and swung into place slowly while head kind of moved up and down as if to say ""yes""",2,3,4,3,3,3,2,3
345,1634662001.7400482,"eyes got red and looked shocked or alarmed (like something hurt really bad), then got sleepy (like a cartoon with stars around their head), then got upset and had fire in them
",5,2,2,3,1,3,5,2
346,1634662316.5213475,simply blinked and nodded head up and down,3,4,3,3,3,3,3,3
347,1634662408.658322,"nodded head up and down and left arm jolted forward a bit, only blinked at the end",3,4,3,3,3,2,3,3
348,1634662545.9715052,"Looked to right with wide open eyes, slowly, blinking once

Then eyes changed to yellow with stars, surprised-looking eyebrows

",5,2,3,3,3,1,4,3
349,1634662709.1042411,"Looked down to right, twitched arms forward a bit, cocked head to side while bringing it back up to center

blinked several times, like kid with eyes wide open learning something new",1,2,3,3,3,3,4,3
350,1634662884.067001,"Nodded head up and down, blinking, like saying yes",1,5,3,3,3,3,3,3
351,1634663002.0841932,"nodded head up and down, blinking in the middle of nod",1,5,4,3,3,3,3,3
352,1634663140.0394049,"started with very happy eyes, practically smiling

then eyes jolted to left and head cocked to the left and down, looked focused and engaged

while still looking down to the left with focused eyes, right hand jolted up and pointed forward while head moved back to center",5,2,3,5,4,4,4,2
353,1634663336.6974292,"right arm jolted/twitched and eyes became very big and concerned-looking, head bobbled up and down slightly",5,2,2,3,3,1,5,2
354,1634663465.5010808,"left arm twitched forward slightly, head nodded up and down, neutral eyes",2,4,3,3,4,3,3,3
355,1634663586.363921,"eyes got big, then got even bigger and pupils got smaller as head cocked to the right a bit",4,1,3,3,3,1,5,3
356,1634751801.053143,Appeared as if it was listeing to me and giving non-verbal feedback,2,4,3,3,4,4,3,3
357,1634752058.4276173,Didn't appear interested and was tired,3,2,2,3,3,3,1,2
358,1634752189.764547,Confused and afraid,2,1,2,2,2,1,3,3
359,1634752347.1792922,The eyes made it look shocked and afraid ,4,4,2,3,3,2,4,3
360,1634752510.92314,Appeared very interested in what was going on and gave verbal feedback,1,5,4,3,3,3,4,3
361,1634752635.9282796,Shoked and surprised then to fear,5,2,2,3,2,1,5,3
362,1634752744.9531102,Interest and then suprised,1,4,4,5,5,4,5,3
363,1634752836.2348702,Showed little interest and was tired,3,2,2,3,3,3,1,2
364,1634752921.2308834,Showed some interest but was tired and not fully involved,3,2,2,3,3,3,2,3
365,1634752988.2858872,Interested in the interaction ,1,4,3,3,4,4,3,3
366,1634753069.0889854,Surprised and shocked ,4,4,4,4,3,3,5,3
367,1634753163.5334818,Tired then shocked and mad,5,2,1,2,1,2,5,2
368,1634753243.7523024,Very neutral with some suprise,3,4,3,3,3,3,4,3
369,1634753332.1809576,Happy and understanding,2,5,4,5,4,4,4,5
370,1634753397.3482592,Surprised and very angery,4,2,1,2,1,2,4,1
371,1634753498.385864,happy and tired,1,3,4,5,5,4,4,3
372,1634753573.7007422,Very interested and trying to understand,1,5,3,3,3,3,4,3
373,1634753652.9495904,Very little expression but sounds suprised,4,2,3,3,3,2,5,3
374,1634753720.1034422,Some interest but not much expression,2,4,3,3,3,3,4,3
375,1634753818.4788034,Pointed at me and was mad,4,2,1,2,1,3,4,2
376,1634753880.4896858,interested in me and waved hello,1,4,3,4,4,4,5,4
377,1634753880.4896858,interested in me and waved hello,1,4,3,4,4,4,5,4
378,1634753993.3850896,very happy and inviting me in for a hug,1,5,5,5,5,5,4,5
379,1635184369.6225023,The robot waved at me and tilted its head.,1,2,3,3,3,3,3,3
380,1635184695.40299,The robot moved its head towards me and then looked away.,1,1,3,3,3,3,3,3
381,1635184773.5666318,The robot looked up and down repeatedly.,3,3,3,3,3,3,3,3
382,1635184825.3543909,The robot looked up and down repeatedly. The left arm slightly moved.,3,3,3,3,3,3,3,3
383,1635184881.2084932,The robot pointed its arm forward and then returned it back.,4,2,3,3,3,3,4,3
384,1635184960.580176,The robot tilted its head to the side.,1,2,3,3,3,3,2,3
385,1635185012.8651595,The robot moved its head up and down slowly and raised its arm slightly.,5,2,3,3,3,3,5,3
386,1635185101.3771677,The robot waved at me. Its eyes were low and then were opened but the eyes looked tired.,3,3,3,3,3,3,1,2
387,1635185254.1193843,Its eyes changed to be more excited.,1,3,3,3,3,5,5,3
388,1635185321.9667175,The robots eyes were low and it waved at me.,3,3,3,3,3,3,1,3
389,1635185381.8152995,"The robots eyebrows frowned at me, and then its arm pointed towards me.",5,3,2,3,1,1,3,1
390,1635185477.6595027,The robot lowered its arm and blinked at me.,4,2,3,3,3,2,3,3
391,1635185542.5867436,The robot slightly moved its arm and then tilted its head upwards and then back down.,1,1,4,3,4,4,3,4
392,1635185627.4692738,"The robot squinted its eyes at me, waved its arm, and then its eyes turned into a camera aperture looking graphic.",5,1,4,3,3,2,5,1
393,1635185724.9163182,Its eyes changed into a kind of sneering gaze as it tilted its head to the side and toward me.,3,1,1,3,3,3,2,1
394,1635185807.9881852,The robot moved its head up and down repeatedly and then tilted its head to the side.,1,1,3,3,3,3,3,3
395,1635185876.5506115,"The robot quickly moved both its arms forward then back, and it turned its head away from me.",5,3,3,1,3,1,3,1
396,1635185988.4295025,The robot slowly turned its head forward with sullen eyes.,3,3,3,1,3,3,3,3
397,1635186060.949147,It had woozy eyes that turned cheerful as it tilted its head side to side while moving up.,1,2,5,5,5,3,4,3
398,1635186146.2364855,The robot squinted its eyes at me.,5,1,3,3,3,3,5,2
399,1635186210.0541382,The robot moved its arm in a jerky motion as it tilted its head sideways. Its eyes were dazed.,5,2,3,2,3,3,5,3
400,1635186295.1572285,It moved its arm slightly forward and had woozy eyes. It tilted its head slightly forward.,3,2,3,3,3,3,4,3
401,1635186387.1511445,The robot moved its head forward and pointed forward.,1,2,3,3,3,4,3,3
402,1635203095.111876,It waves its hand.,1,5,5,5,5,5,5,5
403,1635203186.8834236,It nodded its head.,1,5,5,5,5,5,5,5
404,1635203344.2732344,It moved its head and waved hand.,1,5,5,5,5,5,5,5
405,1635203525.3310826,It nodded its head.,1,4,4,4,4,4,4,4
406,1635203525.3310826,It nodded its head.,1,4,4,4,4,4,4,4
407,1635203628.7176578,It moved its right hand.,1,3,3,3,3,3,3,3
408,1635203895.0712729,It nodded its head.,3,3,3,3,3,3,3,3
409,1635203969.4536915,It nodded its head longer time.,1,4,5,5,4,4,4,3
410,1635203969.4536915,It nodded its head longer time.,1,4,5,5,4,4,4,3
411,1635204041.137763,It showed little reaction.,3,3,3,3,3,3,3,3
412,1635204041.137763,It showed little reaction.,3,3,3,3,3,3,3,3
413,1635204330.5657358,It nodded its head and waved both hands.,1,5,5,5,5,5,5,5
414,1635204460.8438673,It waved its hand.,3,3,3,3,3,3,3,3
415,1635204460.8438673,It waved its hand.,3,3,3,3,3,3,3,3
416,1635204542.3383884,It slightly nodded its head and moved right hand.,1,5,3,3,3,3,3,3
417,1635204655.543477,It nodded its head.,3,3,3,3,3,3,3,3
418,1635204773.0229998,It slightly moved its right hand only.,3,3,3,3,3,3,3,3
419,1635293588.5640986,"Nodded a few times, eyes turned red, right hand lifted",4,1,2,3,3,2,3,3
420,1635293947.0692692,"raised right arm then swung it a bit on its side, glanced up and down",2,4,3,3,3,3,3,3
421,1635294080.4194498,"sounds: repeated two sounds (not identifiable) 1-2 seconds apart

eyes: changed from worried to sad/sleepy to alert

head: slight nods

arms: both raised slightly",5,3,3,1,3,1,3,3
422,1635294286.758656,"sounds: ""um"" with uncertain tone

eyes: alert

arms: no movement

head: slight nodding

",2,1,3,3,3,3,2,3
423,1635294449.9604766,"sounds: sound made after arms lowered (not identifiable)

eyes: sad, then returned to alert

arms: raised outward

head: slight nodding",1,5,3,1,3,3,3,3
424,1635294595.054977,"sounds: repeated sound twice (not identifiable)

eyes: sad to agitated to confused/worn out then returned to alert

arms: raised both arms when agitated, both lowered, then raised left arm towards observer

head: turned and tilted toward observer",5,1,1,2,2,3,3,3
425,1635294819.5695004,"sounds: one sound (not identifiable), tone was normal

eyes: alert to confused/worn out to fear then back to alert

arms: slight raising of both arms

head: slight nodding",5,1,3,1,3,1,5,3
426,1635294979.0070925,"sounds: ""um"" with uncertain tone, followed by sound (not identifiable) with inquiring tone

eyes: alert and widened

arms: raised outward

head: looks upward with arms extended",4,1,3,3,3,4,3,5
427,1635295167.4980917,"sounds: ""hm"" with understanding tone

eyes: alert and widened at the end

arms: no movement

head: slight nodding",1,5,4,3,3,3,3,3
428,1635295262.2302427,"sounds: no sound

eyes: alert with eyes binking

arms: no movement

head: slight nodding",2,4,3,3,3,3,3,3
429,1635295353.519434,"sounds: sound (not identifiable) with inquiring tone

eyes: looking toward object of interest when raising arm, then eyes lowered and looking in opposite direction, then right eyebrow raised

arms: right arm extended outward

head: slight nodding and tilt to left",1,2,2,2,3,2,3,5
430,1635295531.2196715,"sounds: two sounds (not identifiable) certain tone

eyes: seeing fire, anger, confusion, alert

arms: slight raised when angry, both raised when confused

head: slight nodding when angry, then tilting when confused",1,1,1,3,1,3,3,3
431,1635354527.601015,The robot seems welcoming and interested in interacting with me.,1,4,4,5,4,5,3,5
432,1635354852.4328065,"I did not quite understood the kind of emotions the robot showed this time. However, it sounds like a good gesture.",2,3,5,3,3,3,3,3
433,1635355115.0652068,The robot seem to be angry this time and not ready to interact. It showed a gestured of looking elsewhere while blinking the eyes in disgust. It seems Misty is bored this time.,5,2,2,3,1,3,1,1
434,1635355430.083009,This time Misty seems to be confused about something and not wanting to show interest in talking about. The gesture also seem like Misty is angry or disgusted at something as it seems to be looking at me sternly from top to down while and also made the sound hmmm.,4,1,2,2,1,3,1,1
435,1635355818.9215765,This time Misty seem to be frustrated or bored. It showed no interest as it makes the sound Aaarrhh. The gesture seem like a gesture I will make if a friend is disturbing me.,3,1,1,2,1,3,1,1
436,1635356092.3091116,Misty seems very surprised this time.,3,3,3,3,3,3,5,3
437,1635356221.2727692,Misty seems angry as it seems to be looking at me from an by bending the neck. The gesture from Misty's eyes is also a sign of anger and disgust. It also seems to be looking at me sternly.,4,3,3,3,1,3,1,1
438,1635356521.0011466,Misty looks interested and understanding. It showed the gesture of nodding the head in agreement.,1,5,4,3,3,3,3,5
439,1635356706.7092268,"Misty seems to showed understanding, interest and gratitude at the same time. The gesture seems welcoming.",1,5,4,3,4,3,3,3
440,1635523112.9619749,the robot stretched its hand and gave a sign of approval,1,5,4,5,5,5,4,4
441,1635523364.3388913,the robot nodded its head and gave a sign of delight in form of 5-star,1,5,5,5,5,5,5,5
442,1635523534.8294103,the robot showed something like a frowned emotion,1,5,2,2,1,2,2,2
443,1635523644.376295,the robot stretched its hand and said 'hi' with a cheerful face,1,5,5,5,5,5,5,5
444,1635523768.7486453,the behavior is similar to a frown face,4,2,2,2,2,2,1,2
445,1635523897.1679957,the robot stretched its hand forward and turned away,3,3,3,3,3,3,3,3
446,1635524052.5760107,the robot stretched its two hands forward and gave a surprise look,1,5,4,4,4,4,5,4
447,1635524171.80934,the robot streched its hand forward and gave both delight and surprise emotions,2,4,4,4,4,4,4,4
448,1635524297.722159,the robot gave the emotion of someone who is in love  ,1,5,5,5,5,5,5,5
449,1635524412.91147,the robot said hi but not with a delight ,2,4,4,4,4,4,4,4
450,1635531949.2411757,Looked gently to her right,1,3,3,3,3,4,2,3
451,1635532170.3546004,"She raised her right arm slightly and made a worried/surprised expression. Repeatedly bobbed her head, but not enough to be a nod. Like a cringe.",5,1,2,1,3,2,5,2
452,1635532290.7341018,"Made weird expression (eyes had hearts), gently nodded and waved with right arm.",3,4,3,4,4,3,4,4
453,1635532394.9521468,"Eyes widened, looked down/right, and lightly moved head. Like she noticed you do something mildly annoying.",4,2,2,3,2,3,2,2
454,1635532495.5759778,She looked to the left and very lightly nodded.,2,3,4,3,3,3,2,3
455,1635532581.487057,"She moved both arms forward as if offering a hug, put them down, paused, then gave me a weird sad expression with squinted eyes.",2,2,3,1,3,2,3,3
456,1635532705.448953,She very gently nodded. almost nothing.,2,4,3,3,3,3,2,3
457,1635532775.308344,"Offered both arms forward for hug, looked up, then gave star-eyes.",2,4,4,5,4,4,3,4
458,1635532876.630818,"Gave droopy-eyes and had trouble keeping head up, like she's tired. Gently moved left hand.",2,3,3,2,3,3,2,3
459,1635533002.2071605,She gently nodded her head again. Almost nothing.,2,4,3,3,3,3,3,3
460,1635533065.949463,"Once again looked down and the left and nodded her head, as if you just did something mildly annoying.",3,4,1,2,2,3,2,2
461,1635533151.2743251,"Worried eyes, gentle nod, and slight arm movement.",4,2,3,2,3,1,3,3
462,1635533151.2743251,"Worried eyes, gentle nod, and slight arm movement.",4,2,3,2,3,1,3,3
463,1635533233.0467973,"She moved her arms, then offered her left arm as if to shake hands, bowing her head.",2,4,4,3,4,3,2,4
464,1635533367.7813962,"She offered her right hand, looked right, paused, then offered her left hand with aperture-eyes. No clue what she's trying to say with this one.",2,4,4,3,3,3,3,3
465,1635786931.283174,"Said something close to a ""Hi"" but not really, Nodded their head a few times but didn't move anything else",4,3,3,3,3,3,3,3
466,1635787249.2057462,"Nodded their head a few times, said ""hey"", made a surprised face and then went back to default, slightly moved their right arm but not enough to draw attention",2,3,3,3,3,3,4,3
467,1635787461.5760276,"Said ""Hm?"" and ""Uh"", Looked over to their left, moved their right arm a few times and nodded",2,2,3,3,3,3,4,3
468,1635787606.199501,"Moved their head diagonally to the bottom right, seemed like moving their head like that was difficult, said ""Um""",4,2,3,2,3,2,3,3
469,1635787774.1071825,"Didn't move as much, didn't say anything, just nodded",3,4,3,3,3,3,3,3
470,1635787884.1979034,"Said ""Huh"", made a cheerful expression, nodded and tried to move both of their arms up",2,4,4,4,3,3,3,3
471,1635788007.7600622,"Moved their head diagonally to the top left, Said ""Um, Huh, and Hey"" kinda in that order, Made three faces; surprised, tired, and then made what seemed like camera lens for eyes",4,2,3,2,3,2,2,3
472,1635793253.7075171,Greeting ,3,3,4,2,3,2,2,3
473,1635793556.2197733,Agreeing ,3,4,3,2,4,2,3,3
474,1635793657.0961187,Welcoming ,4,4,3,3,4,4,3,4
475,1635793746.7843857,Confirming ,2,2,3,2,3,3,2,3
476,1635793853.143711,Greeting but sad ,3,3,3,2,3,3,2,3
477,1635794002.9874015,Welcoming ,2,4,3,3,4,4,3,4
478,1635794146.6971858,The robot is annoyed.,3,3,3,3,2,3,2,3
479,1635794311.916531,It is confirming ,2,4,4,3,4,4,3,4
480,1635794406.6336322,It is like pointing on something ,3,2,3,3,3,3,3,3
